#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
459033	3320	6188	109552	112102	-	OK/SW-cl.26	HSP90AA1	RPS3	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	S3	Affinity Capture-Western	physical	Kim TS (2006)	PUBMED:16314389	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P23396	-	NP_001247435|NP_001247436|NP_000996|NP_001243731	-	-	-	-	-	-	Homo sapiens	Homo sapiens
459035	3320	3308	109552	109540	-	-	HSP90AA1	HSPA4	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	APG-2|HEL-S-5a|HS24/P52|HSPH2|RY|hsp70|hsp70RY	Affinity Capture-Western	physical	Kim TS (2006)	PUBMED:16314389	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P34932	-	NP_002145	-	-	-	-	-	-	Homo sapiens	Homo sapiens
459037	3320	6194	109552	112108	-	RP11-513M16.6	HSP90AA1	RPS6	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	S6	Affinity Capture-Western	physical	Kim TS (2006)	PUBMED:16314389	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P62753	A2A3R6	NP_001001	-	-	-	-	-	-	Homo sapiens	Homo sapiens
459043	3320	10273	109552	115563	-	LA16c-313D11.6	HSP90AA1	STUB1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	Reconstituted Complex	physical	Zhang M (2005)	PUBMED:16307917	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q9UNE7	-	NP_005852|NP_001280126	-	-	-	-	-	-	Homo sapiens	Homo sapiens
459044	3320	7334	109552	113182	-	-	HSP90AA1	UBE2N	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	HEL-S-71|UBC13|UBCHBEN; UBC13|UbcH-ben|UbcH13	Reconstituted Complex	physical	Zhang M (2005)	PUBMED:16307917	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P61088	V9HW41	NP_003339	-	-	-	-	-	-	Homo sapiens	Homo sapiens
463611	25942	3320	117439	109552	-	-	SIN3A	HSP90AA1	-	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Farhana L (2007)	PUBMED:17210713	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96ST3	-	NP_056292|NP_001138829|NP_001138830	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
464469	5058	3320	111095	109552	-	-	PAK1	HSP90AA1	PAKalpha	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Two-hybrid	physical	Bandyopadhyay S (2010)	PUBMED:20936779	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q13153	A0A024R5P0	NP_001363231|NP_001122092|NP_001363197|NP_001363198|NP_001363199|NP_002567|NP_001363200	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
464470	3725	3320	109928	109552	-	-	JUN	HSP90AA1	AP-1|AP1|c-Jun	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Two-hybrid	physical	Bandyopadhyay S (2010)	PUBMED:20936779	9606	9606	High Throughput	-	-	-	-	BIOGRID	P05412	-	NP_002219	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
464471	5590	3320	111576	109552	RP11-181G12.1	-	PRKCZ	HSP90AA1	PKC-ZETA|PKC2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Two-hybrid	physical	Bandyopadhyay S (2010)	PUBMED:20936779	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q05513	-	NP_001028754|NP_002735|NP_001229803|NP_001028753	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465046	2099	3320	108403	109552	RP1-130E4.1	-	ESR1	HSP90AA1	ER|ESR|ESRA|ESTRR|Era|NR3A1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Fan M (2005)	PUBMED:16037132	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P03372	Q9UBT1|G4XH65|A8KAF4	NP_001116213|NP_000116|NP_001278159|NP_001278170|NP_001116212|NP_001116214	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
465053	8533	3320	114103	109552	-	-	COPS3	HSP90AA1	CSN3|SGN3	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Min KW (2005)	PUBMED:16036220	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UNS2	-	NP_003644|NP_001303284|NP_001303285|NP_001303286|NP_001303287|NP_001186054|NP_001303283	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
470770	3091	3320	109338	109552	-	-	HIF1A	HSP90AA1	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Qian DZ (2006)	PUBMED:16951198	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16665	D0VY79	NP_001521|NP_001230013|NP_851397	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
471001	10273	3320	115563	109552	LA16c-313D11.6	-	STUB1	HSP90AA1	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Tateishi Y (2004)	PUBMED:15538384	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UNE7	-	NP_005852|NP_001280126	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
471006	10273	3320	115563	109552	LA16c-313D11.6	-	STUB1	HSP90AA1	CHIP|HSPABP2|NY-CO-7|SCAR16|SDCCAG7|UBOX1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Tateishi Y (2004)	PUBMED:15538384	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UNE7	-	NP_005852|NP_001280126	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
471010	2099	3320	108403	109552	RP1-130E4.1	-	ESR1	HSP90AA1	ER|ESR|ESRA|ESTRR|Era|NR3A1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Tateishi Y (2004)	PUBMED:15538384	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P03372	Q9UBT1|G4XH65|A8KAF4	NP_001116213|NP_000116|NP_001278159|NP_001278170|NP_001116212|NP_001116214	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
477814	5536	3320	111528	109552	-	-	PPP5C	HSP90AA1	PP5|PPP5|PPT	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Zeke T (2005)	PUBMED:15383005	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P53041	A0A024R0Q7	NP_006238|NP_001191213	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
477917	984	3320	107421	109552	-	-	CDK11B	HSP90AA1	CDC2L1|CDK11|CDK11-p110|CDK11-p46|CDK11-p58|CLK-1|PITSLREA|PK58|p58|p58CDC2L1|p58CLK-1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Mikolajczyk M (2004)	PUBMED:15344906	9606	9606	Low Throughput	-	-	Exogenous expression of bait	-	BIOGRID	P21127	B7ZVY7|B4DII1|J3QKR5|J3QR44|J3QR29	NP_001278274|NP_001778|NP_277028|NP_277022|NP_277023|NP_277021|NP_277027|NP_277024|NP_277025	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002806	A-375 cell	cell line	DOID:1909	melanoma	-	Homo sapiens	Homo sapiens
478895	80185	3320	123164	109552	-	-	TTI2	HSP90AA1	C8orf41|MRT39	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Takai H (2010)	PUBMED:20801936	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q6NXR4	-	NP_001095871|NP_079391|NP_001317434|NP_001252510	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
479468	10013	3320	115330	109552	JM21	-	HDAC6	HSP90AA1	CPBHM|HD6|PPP1R90	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Rao R (2008)	PUBMED:18591380	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UBN7	A0A024QZ26	NP_001308160|NP_006035|NP_001308159|NP_001308158|NP_001308155|NP_001308154|NP_001308157|NP_001308156	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
479639	3091	3320	109338	109552	-	-	HIF1A	HSP90AA1	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Kong X (2006)	PUBMED:16507982	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16665	D0VY79	NP_001521|NP_001230013|NP_851397	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
479660	3091	3320	109338	109552	-	-	HIF1A	HSP90AA1	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Kubo T (2004)	PUBMED:15147973	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16665	D0VY79	NP_001521|NP_001230013|NP_851397	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
481822	4255	3320	110411	109552	RP11-109A6.1	-	MGMT	HSP90AA1	-	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Niture SK (2005)	PUBMED:16226712	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16455	B4DEE8	NP_002403	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
481874	4255	3320	110411	109552	RP11-109A6.1	-	MGMT	HSP90AA1	-	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Niture SK (2005)	PUBMED:16226712	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16455	B4DEE8	NP_002403	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
483619	6667	3320	112550	109552	-	-	SP1	HSP90AA1	-	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Hung JJ (2005)	PUBMED:16118214	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P08047	-	NP_003100|NP_612482|NP_001238754	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
483620	6667	3320	112550	109552	-	-	SP1	HSP90AA1	-	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Reconstituted Complex	physical	Hung JJ (2005)	PUBMED:16118214	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P08047	-	NP_003100|NP_612482|NP_001238754	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
484160	3091	3320	109338	109552	-	-	HIF1A	HSP90AA1	HIF-1A|HIF-1alpha|HIF1|HIF1-ALPHA|MOP1|PASD8|bHLHe78	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Zhou J (2004)	PUBMED:14726529	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16665	D0VY79	NP_001521|NP_001230013|NP_851397	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
486349	6794	3320	112670	109552	-	-	STK11	HSP90AA1	LKB1|PJS|hLKB1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Nony P (2003)	PUBMED:14668798	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q15831	-	NP_000446	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
487341	2289	3320	108579	109552	RP3-340B19.6	-	FKBP5	HSP90AA1	AIG6|FKBP51|FKBP54|P54|PPIase|Ptg-10	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Reconstituted Complex	physical	Li J (2011)	PUBMED:21170051	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13451	Q2TA84	NP_001139249|NP_001139248|NP_001139247|NP_004108	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
487342	3320	10963	109552	116162	-	-	HSP90AA1	STIP1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	HEL-S-94n|HOP|IEF-SSP-3521|P60|STI1|STI1L	Reconstituted Complex	physical	Li J (2011)	PUBMED:21170051	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P31948	V9HW72	NP_001269581|NP_001269582|NP_006810	-	-	-	-	-	-	Homo sapiens	Homo sapiens
487343	2288	3320	108578	109552	-	-	FKBP4	HSP90AA1	FKBP51|FKBP52|FKBP59|HBI|Hsp56|PPIase|p52	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Reconstituted Complex	physical	Li J (2011)	PUBMED:21170051	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q02790	-	NP_002005	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
487344	9049	3320	114511	109552	-	-	AIP	HSP90AA1	ARA9|FKBP16|FKBP37|SMTPHN|XAP-2|XAP2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Reconstituted Complex	physical	Li J (2011)	PUBMED:21170051	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O00170	-	NP_001289889|NP_001289888|NP_003968	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503128	25	3320	106543	109552	RP11-83J21.1	-	ABL1	HSP90AA1	ABL|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Bali P (2005)	PUBMED:15937340	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P00519	A0A024R8E2|Q59FK4	NP_009297|NP_005148	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503130	3320	10013	109552	115330	-	JM21	HSP90AA1	HDAC6	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	CPBHM|HD6|PPP1R90	Affinity Capture-Western	physical	Bali P (2005)	PUBMED:15937340	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q9UBN7	A0A024QZ26	NP_001308160|NP_006035|NP_001308159|NP_001308158|NP_001308155|NP_001308154|NP_001308157|NP_001308156	-	-	-	-	-	-	Homo sapiens	Homo sapiens
503240	10013	3320	115330	109552	JM21	-	HDAC6	HSP90AA1	CPBHM|HD6|PPP1R90	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Kovacs JJ (2005)	PUBMED:15916966	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9UBN7	A0A024QZ26	NP_001308160|NP_006035|NP_001308159|NP_001308158|NP_001308155|NP_001308154|NP_001308157|NP_001308156	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0000018|BTO:0000017	A-549 cell|A-431 cell	cell line|cell line	DOID:4926|DOID:1749^DOID:4926	bronchiolo-alveolar adenocarcinoma|squamous cell carcinoma^bronchiolo-alveolar adenocarcinoma	-|-	Homo sapiens	Homo sapiens
503242	3320	10728	109552	115952	-	-	HSP90AA1	PTGES3	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	P23|TEBP|cPGES	Affinity Capture-Western	physical	Kovacs JJ (2005)	PUBMED:15916966	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q15185	A0A024RB32|A0A087WYT3	NP_006592|NP_001269534|NP_001269531|NP_001269530|NP_001269533|NP_001269532	BTO:0000018	A-549 cell	cell line	DOID:4926	bronchiolo-alveolar adenocarcinoma	-	Homo sapiens	Homo sapiens
503243	3320	2908	109552	109165	-	-	HSP90AA1	NR3C1	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	GCCR|GCR|GCRST|GR|GRL	Affinity Capture-Western	physical	Kovacs JJ (2005)	PUBMED:15916966	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	BTO:0000018	A-549 cell	cell line	DOID:4926	bronchiolo-alveolar adenocarcinoma	-	Homo sapiens	Homo sapiens
503412	83983	3320	123835	109552	FKSG82	-	TSSK6	HSP90AA1	CT72|SSTK|TSSK4	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Spiridonov NA (2005)	PUBMED:15870294	9606	9606	Low Throughput	-	-	hs; exogenous expression of bait	-	BIOGRID	Q9BXA6	A0A024R7Q5	NP_114426	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
504511	8290	3320	113895	109552	-	-	HIST3H3	HSP90AA1	H3.4|H3/g|H3FT|H3t	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Co-purification	physical	Campos EI (2010)	PUBMED:20953179	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16695	-	NP_003484	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
504524	8290	3320	113895	109552	-	-	HIST3H3	HSP90AA1	H3.4|H3/g|H3FT|H3t	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-MS	physical	Campos EI (2010)	PUBMED:20953179	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16695	-	NP_003484	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
505728	207	3320	106710	109552	-	-	AKT1	HSP90AA1	AKT|CWS6|PKB|PKB-ALPHA|PRKBA|RAC|RAC-ALPHA	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Basso AD (2002)	PUBMED:12176997	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P31749	B0LPE5|B3KVH4	NP_005154|NP_001014432|NP_001014431|NP_001369359|NP_001369362|NP_001369361|NP_001369360	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0000093	MCF-7 cell	cell line	DOID:3458	breast adenocarcinoma	-	Homo sapiens	Homo sapiens
505729	11140	3320	116312	109552	-	-	CDC37	HSP90AA1	P50CDC37	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Basso AD (2002)	PUBMED:12176997	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q16543	A0A024R7B7	NP_008996	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0000093	MCF-7 cell	cell line	DOID:3458	breast adenocarcinoma	-	Homo sapiens	Homo sapiens
506568	7422	3320	113265	109552	RP1-261G23.1	-	VEGFA	HSP90AA1	MVCD1|VEGF|VPF	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Park JH (2008)	PUBMED:18211808	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P15692	A0A024RD33|A2A2V4|A0A024RD37	NP_001165099|NP_001165098|NP_001020541|NP_001020540|NP_001020537|NP_001165093|NP_001020539|NP_003367|NP_001165097|NP_001165096|NP_001165095|NP_001165094|NP_001020538|NP_001273973|NP_001165101|NP_001165100|NP_001191314|NP_001191313|NP_001028928	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
514069	56950	3320	121274	109552	RP11-176D17.2	-	SMYD2	HSP90AA1	HSKM-B|KMT3C|ZMYND14	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Abu-Farha M (2008)	PUBMED:18065756	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NRG4	-	NP_064582	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	-	-	-	-	-	-	Homo sapiens	Homo sapiens
