#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
571507	9903	9212	115232	114646	-	-	KLHL21	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Maerki S (2009)	PUBMED:19995937	9606	9606	Low Throughput	-	Ubiquitination	in the presence of E1, UbcH5a and the Cul3-Rbx1 complex	-	BIOGRID	Q9UJP4	-	NP_001311238|NP_055666	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
571508	55958	9212	121009	114646	RP11-380P16.6	-	KLHL9	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Maerki S (2009)	PUBMED:19995937	9606	9606	Low Throughput	-	Ubiquitination	in the presence of E1, UbcH5a and the Cul3-Rbx1 complex	-	BIOGRID	Q9P2J3	Q58EZ4	NP_061335	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
571509	90293	9212	124688	114646	-	-	KLHL13	AURKB	BKLHD2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Maerki S (2009)	PUBMED:19995937	9606	9606	Low Throughput	-	Ubiquitination	in the presence of E1, UbcH5a and the Cul3-Rbx1 complex	-	BIOGRID	Q9P2N7	B7ZB44|Q96HC9	NP_001161773|NP_001161772|NP_277030|NP_001161771|NP_001161774|NP_001161775	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
576006	20877	9212	203547	114646	RP23-19I2.1	-	Aurkb	AURKB	AIM-1|AIRK2|AL022959|Aik2|Aim1|Ark2|AurB|IPL1|STK-1|Stk12|Stk5	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-MS	physical	Hutchins JR (2010)	PUBMED:20360068	10090	9606	High Throughput	-	-	-	-	BIOGRID	O70126	-	NP_035626	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Mus musculus	Homo sapiens
576244	67849	9212	212479	114646	-	-	Cdca5	AURKB	2610036L13Rik|AL024086|AW536684|C85404	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-MS	physical	Hutchins JR (2010)	PUBMED:20360068	10090	9606	High Throughput	-	-	-	-	BIOGRID	Q9CPY3	-	NP_080686	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Mus musculus	Homo sapiens
576585	52276	9212	206490	114646	RP23-168M5.8	-	Cdca8	AURKB	4831429J16Rik|AU044747|BOR|Borealin|D4Ertd421e|DasraB|MESRGP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-MS	physical	Hutchins JR (2010)	PUBMED:20360068	10090	9606	High Throughput	-	-	-	-	BIOGRID	Q8BHX3	-	NP_080836	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Mus musculus	Homo sapiens
576842	16319	9212	200760	114646	-	-	Incenp	AURKB	2700067E22Rik|AU019509|C130081E20|C77457	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-MS	physical	Hutchins JR (2010)	PUBMED:20360068	10090	9606	High Throughput	-	-	-	-	BIOGRID	Q9WU62	-	NP_057901	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Mus musculus	Homo sapiens
592280	3619	9212	109831	114646	-	-	INCENP	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Vader G (2006)	PUBMED:16239925	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQS7	-	NP_064623|NP_001035784	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
592363	332	9212	106829	114646	-	-	BIRC5	AURKB	API4|EPR-1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Knauer SK (2006)	PUBMED:17099693	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15392	H3BLT4	NP_001159|NP_001012270|NP_001012271	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
592367	55143	9212	120446	114646	-	-	CDCA8	AURKB	BOR|BOREALIN|DasraB|MESRGP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Knauer SK (2006)	PUBMED:17099693	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q53HL2	-	NP_001243804|NP_060571	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
592371	332	9212	106829	114646	-	-	BIRC5	AURKB	API4|EPR-1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Knauer SK (2006)	PUBMED:17099693	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15392	H3BLT4	NP_001159|NP_001012270|NP_001012271	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
593090	9212	23397	114646	116970	-	-	AURKB	NCAPH	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	BRRN1|CAP-H	Biochemical Activity	physical	Tada K (2011)	PUBMED:21633354	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q15003	B4DRG7	NP_001268639|NP_001268640|NP_001268641|NP_056156	-	-	-	-	-	-	Homo sapiens	Homo sapiens
607503	3619	9212	109831	114646	-	-	INCENP	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Honda R (2003)	PUBMED:12925766	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQS7	-	NP_064623|NP_001035784	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
608929	9212	1058	114646	107487	-	-	AURKB	CENPA	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	CENP-A|CenH3	Biochemical Activity	physical	Fernandez-Miranda G (2010)	PUBMED:20663916	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P49450	-	NP_001035891|NP_001800	-	-	-	-	-	-	Homo sapiens	Homo sapiens
608934	9212	8290	114646	113895	-	-	AURKB	HIST3H3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	H3.4|H3/g|H3FT|H3t	Biochemical Activity	physical	Fernandez-Miranda G (2010)	PUBMED:20663916	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q16695	-	NP_003484	-	-	-	-	-	-	Homo sapiens	Homo sapiens
610745	9212	8290	114646	113895	-	-	AURKB	HIST3H3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	H3.4|H3/g|H3FT|H3t	Biochemical Activity	physical	Ban R (2011)	PUBMED:21554500	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q16695	-	NP_003484	-	-	-	-	-	-	Homo sapiens	Homo sapiens
610751	9212	3619	114646	109831	-	-	AURKB	INCENP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	-	Reconstituted Complex	physical	Ban R (2011)	PUBMED:21554500	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9NQS7	-	NP_064623|NP_001035784	-	-	-	-	-	-	Homo sapiens	Homo sapiens
610752	9212	55143	114646	120446	-	-	AURKB	CDCA8	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	BOR|BOREALIN|DasraB|MESRGP	Reconstituted Complex	physical	Ban R (2011)	PUBMED:21554500	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q53HL2	-	NP_001243804|NP_060571	-	-	-	-	-	-	Homo sapiens	Homo sapiens
610753	9212	332	114646	106829	-	-	AURKB	BIRC5	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	API4|EPR-1	Reconstituted Complex	physical	Ban R (2011)	PUBMED:21554500	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	O15392	H3BLT4	NP_001159|NP_001012270|NP_001012271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
636358	23468	9212	117030	114646	-	-	CBX5	AURKB	HEL25|HP1|HP1A	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Kiyomitsu T (2010)	PUBMED:20231385	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P45973	V9HWG0	NP_001120794|NP_001120793|NP_036249	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
636361	9212	25936	114646	117433	-	DC8	AURKB	NSL1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	C1orf48|MIS14	Co-localization	physical	Kiyomitsu T (2010)	PUBMED:20231385	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q96IY1	Q53FM2|Q5SY74	NP_001284668|NP_056286|NP_001036014|NP_001284665|NP_001284666	-	-	-	-	-	-	Homo sapiens	Homo sapiens
668252	9212	5684	114646	111657	-	-	AURKB	PSMA3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	HC8|PSC3	Two-hybrid	physical	Shu F (2003)	PUBMED:14674694	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P25788	-	NP_687033|NP_002779	-	-	-	-	-	-	Homo sapiens	Homo sapiens
668253	9212	5684	114646	111657	-	-	AURKB	PSMA3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	HC8|PSC3	Affinity Capture-Western	physical	Shu F (2003)	PUBMED:14674694	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P25788	-	NP_687033|NP_002779	-	-	-	-	-	-	Homo sapiens	Homo sapiens
668254	5684	9212	111657	114646	-	-	PSMA3	AURKB	HC8|PSC3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Shu F (2003)	PUBMED:14674694	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P25788	-	NP_687033|NP_002779	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
670314	9212	9212	114646	114646	-	-	AURKB	AURKB	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Chan YW (2012)	PUBMED:22371557	9606	9606	Low Throughput	-	Phosphorylation	figure 3.	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
670315	9212	220134	114646	128632	-	-	AURKB	SKA1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	C18orf24	Biochemical Activity	physical	Chan YW (2012)	PUBMED:22371557	9606	9606	Low Throughput	-	Phosphorylation	figure 3.	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q96BD8	A0A024R294	NP_659497|NP_001034624	-	-	-	-	-	-	Homo sapiens	Homo sapiens
670316	9212	221150	114646	128691	-	RP11-101P17.12-002	AURKB	SKA3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	C13orf3|RAMA1	Biochemical Activity	physical	Chan YW (2012)	PUBMED:22371557	9606	9606	Low Throughput	-	Phosphorylation	figure 3.	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q8IX90	-	NP_001159489|NP_659498	-	-	-	-	-	-	Homo sapiens	Homo sapiens
676695	9212	9212	114646	114646	-	-	AURKB	AURKB	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Wang F (2011)	PUBMED:21658950	9606	9606	Low Throughput	-	Phosphorylation	figure 1.	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
676696	9212	83903	114646	123814	-	-	AURKB	GSG2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	HASPIN	Biochemical Activity	physical	Wang F (2011)	PUBMED:21658950	9606	9606	Low Throughput	-	Phosphorylation	figure 1.	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q8TF76	A0PJ70	NP_114171	-	-	-	-	-	-	Homo sapiens	Homo sapiens
676697	9212	126961	114646	126025	-	-	AURKB	HIST2H3C	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	H3|H3.2|H3/M|H3F2|H3FM|H3FN	Biochemical Activity	physical	Wang F (2011)	PUBMED:21658950	9606	9606	Low Throughput	-	Phosphorylation	figure 1.	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q71DI3	-	NP_066403	-	-	-	-	-	-	Homo sapiens	Homo sapiens
676902	26524	9212	117727	114646	-	-	LATS2	AURKB	KPM	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Yabuta N (2011)	PUBMED:21822051	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NRM7	A0A024RDM3	NP_055387	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
676903	9212	26524	114646	117727	-	-	AURKB	LATS2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	KPM	Affinity Capture-Western	physical	Yabuta N (2011)	PUBMED:21822051	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9NRM7	A0A024RDM3	NP_055387	-	-	-	-	-	-	Homo sapiens	Homo sapiens
676905	26524	9212	117727	114646	-	-	LATS2	AURKB	KPM	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Yabuta N (2011)	PUBMED:21822051	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q9NRM7	A0A024RDM3	NP_055387	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
676906	9113	9212	114563	114646	-	-	LATS1	AURKB	WARTS|wts	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Yabuta N (2011)	PUBMED:21822051	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	O95835	-	NP_001257448|NP_004681	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
683724	5499	9212	111493	114646	-	-	PPP1CA	AURKB	PP-1A|PP1A|PP1alpha|PPP1A	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Flores-Delgado G (2007)	PUBMED:17274640	9606	9606	High Throughput	-	-	-	-	BIOGRID	P62136	-	NP_001008709|NP_996756|NP_002699	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684272	8452	9212	114030	114646	-	-	CUL3	AURKB	CUL-3|PHA2E	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Sumara I (2007)	PUBMED:17543862	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q13618	B7Z600|A0A024R475	NP_001244127|NP_001244126|NP_003581	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684281	90293	9212	124688	114646	-	-	KLHL13	AURKB	BKLHD2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Sumara I (2007)	PUBMED:17543862	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9P2N7	B7ZB44|Q96HC9	NP_001161773|NP_001161772|NP_277030|NP_001161771|NP_001161774|NP_001161775	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684283	90293	9212	124688	114646	-	-	KLHL13	AURKB	BKLHD2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Sumara I (2007)	PUBMED:17543862	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9P2N7	B7ZB44|Q96HC9	NP_001161773|NP_001161772|NP_277030|NP_001161771|NP_001161774|NP_001161775	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684284	90293	9212	124688	114646	-	-	KLHL13	AURKB	BKLHD2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Sumara I (2007)	PUBMED:17543862	9606	9606	Low Throughput	-	Ubiquitination	In presence of klhl9, rbx1, neddylated cul3, ubch5, E1	-	BIOGRID	Q9P2N7	B7ZB44|Q96HC9	NP_001161773|NP_001161772|NP_277030|NP_001161771|NP_001161774|NP_001161775	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684286	55958	9212	121009	114646	RP11-380P16.6	-	KLHL9	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Sumara I (2007)	PUBMED:17543862	9606	9606	Low Throughput	-	Ubiquitination	In presence of klhl13, rbx1, neddylated cul3, ubch5, E1	-	BIOGRID	Q9P2J3	Q58EZ4	NP_061335	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684287	55958	9212	121009	114646	RP11-380P16.6	-	KLHL9	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Sumara I (2007)	PUBMED:17543862	9606	9606	Low Throughput	-	-	In presence of klhl13, rbx1, neddylated cul3, ubch5, E1	-	BIOGRID	Q9P2J3	Q58EZ4	NP_061335	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684290	55958	9212	121009	114646	RP11-380P16.6	-	KLHL9	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Sumara I (2007)	PUBMED:17543862	9606	9606	Low Throughput	-	-	In presence of klhl13, rbx1, neddylated cul3, ubch5, E1	-	BIOGRID	Q9P2J3	Q58EZ4	NP_061335	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684321	84708	9212	124219	114646	UNQ574/PRO1136	-	LNX1	AURKB	LNX|MPDZ|PDZRN2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Wolting CD (2011)	PUBMED:22087225	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8TBB1	-	NP_001119800|NP_116011	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
684898	9212	991	114646	107427	-	-	AURKB	CDC20	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	CDC20A|bA276H19.3|p55CDC	Affinity Capture-Western	physical	Nguyen HG (2005)	PUBMED:15923616	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q12834	-	NP_001246	-	-	-	-	-	-	Homo sapiens	Homo sapiens
